ReceiptID,PurchaseID,Date,WarehouseID,ProductID,SupplierID,Units,ValueUSD,LeadDays,OnTime
1460,1485,2025-09-08,3,19,1,143,1950.52,7,1
1461,1469,2025-09-09,1,14,4,173,10381.73,14,0
1462,1483,2025-09-09,2,30,6,142,4251.48,8,1
1463,1456,2025-09-10,1,2,3,161,9466.8,21,0
1464,1465,2025-09-10,3,2,3,143,8408.4,16,1
1465,1466,2025-09-10,3,6,3,148,1633.92,16,1
1466,1481,2025-09-10,2,14,4,149,8941.49,12,0
1467,1489,2025-09-10,1,31,1,141,3024.45,7,1
1468,1492,2025-09-11,2,29,6,142,2061.84,8,1
1469,1490,2025-09-12,2,11,4,141,7533.63,9,1
1470,1495,2025-09-12,1,19,1,144,1964.16,7,1
1471,1460,2025-09-15,1,28,2,178,1799.58,25,0
1472,1476,2025-09-15,1,6,3,147,1622.88,18,1
1473,1477,2025-09-15,1,12,4,161,9436.21,18,0
1474,1478,2025-09-15,2,12,4,165,9670.65,18,0
1475,1479,2025-09-15,3,3,3,153,5185.17,18,1
1476,1487,2025-09-15,2,13,1,148,10833.6,13,0
1477,1493,2025-09-15,3,10,2,144,9148.32,12,1
1478,1470,2025-09-16,1,29,6,141,2047.32,20,0
1479,1501,2025-09-16,1,30,6,156,4670.64,8,1
1480,1504,2025-09-16,2,25,1,142,1860.2,7,1
1481,1494,2025-09-17,2,10,2,155,9847.15,13,0
1482,1496,2025-09-17,1,27,6,146,11491.66,12,0
1483,1498,2025-09-17,2,22,2,150,2812.5,12,0
1484,1412,2025-09-18,1,20,5,154,9009.0,48,0
1485,1503,2025-09-18,2,19,1,145,1977.8,9,0
1486,1512,2025-09-18,2,1,1,147,11367.51,7,1
1487,1513,2025-09-18,2,7,1,143,8092.37,7,1
1488,1515,2025-09-18,3,25,1,149,1951.9,7,1
1489,1506,2025-09-19,3,28,2,149,1506.39,10,1
1490,1516,2025-09-19,3,27,6,145,11412.95,8,1
1491,1488,2025-09-22,3,5,3,142,798.04,20,0
1492,1497,2025-09-22,2,15,4,162,7486.02,17,0
1493,1499,2025-09-22,2,28,2,156,1577.16,17,0
1494,1511,2025-09-22,1,11,4,154,8228.22,11,1
1495,1518,2025-09-22,2,4,2,156,12196.08,10,1
1496,1520,2025-09-22,2,26,6,151,8400.13,10,1
1497,1521,2025-09-22,3,9,4,159,1624.98,10,1
1498,1415,2025-09-23,2,20,5,153,8950.5,50,0
1499,1427,2025-09-26,1,23,5,146,11684.38,46,0
1500,1455,2025-09-26,3,23,5,150,12004.5,38,0
1501,1524,2025-09-26,3,11,4,147,7854.21,9,1
1502,1528,2025-09-26,3,26,6,151,8400.13,8,1
1503,1529,2025-09-26,1,1,1,149,11522.17,7,1
1504,1426,2025-09-29,1,21,5,146,3121.48,49,0
1505,1432,2025-09-29,1,18,5,143,6682.39,47,0
1506,1448,2025-09-29,2,18,5,147,6869.31,42,0
1507,1502,2025-09-29,2,8,3,42,1955.1,20,0
1508,1519,2025-09-29,2,6,3,178,1965.12,17,1
1509,1525,2025-09-29,3,30,6,146,4371.24,12,0
1510,1526,2025-09-29,1,15,4,159,7347.39,11,1
1511,1535,2025-09-30,1,25,1,146,1912.6,7,1
1512,1539,2025-09-30,3,19,1,151,2059.64,7,1
1513,1523,2025-10-03,1,6,3,149,1644.96,16,1
1514,1533,2025-10-03,1,10,2,152,9656.56,10,1
1515,1534,2025-10-03,1,22,2,151,2831.25,10,1
1516,1540,2025-10-03,3,22,2,157,2943.75,10,1
1517,1541,2025-10-03,1,11,4,146,7800.78,9,1
1518,1542,2025-10-03,2,14,4,143,8581.43,9,1
1519,1550,2025-10-03,1,29,6,141,2047.32,8,1
1520,1443,2025-10-06,1,17,5,149,11023.02,52,0
1521,1522,2025-10-06,1,7,1,156,8828.04,21,0
1522,1527,2025-10-06,2,2,3,147,8643.6,18,1
1523,1537,2025-10-06,2,29,6,144,2090.88,13,0
1524,1538,2025-10-06,3,13,1,151,11053.2,13,0
1525,1547,2025-10-06,3,4,2,149,11648.82,12,1
1526,1551,2025-10-06,2,11,4,158,8441.94,11,1
1527,1553,2025-10-06,3,15,4,148,6839.08,11,1
1528,1556,2025-10-06,2,30,6,148,4431.12,10,1
1529,1558,2025-10-07,2,27,6,159,12514.89,8,1
1530,1563,2025-10-07,3,31,1,153,3281.85,7,1
1531,1507,2025-10-08,1,2,3,143,8408.4,28,0
1532,1530,2025-10-08,1,8,3,45,2094.75,19,0
1533,1531,2025-10-08,1,13,1,141,10321.2,19,0
1534,1532,2025-10-08,2,3,3,152,5151.28,16,1
1535,1536,2025-10-09,2,5,3,155,871.1,16,1
1536,1557,2025-10-09,1,28,2,141,1425.51,10,1
1537,1567,2025-10-09,1,31,1,172,3689.4,7,1
1538,1568,2025-10-09,2,1,1,142,10980.86,7,1
1539,1546,2025-10-10,3,2,3,143,8408.4,16,1
1540,1548,2025-10-10,3,6,3,153,1689.12,16,1
1541,1559,2025-10-10,1,4,2,147,11492.46,10,1
1542,1564,2025-10-10,3,1,1,150,11599.5,9,0
1543,1569,2025-10-10,2,26,6,156,8678.28,8,1
1544,1571,2025-10-10,2,25,1,155,2030.5,7,1
1545,1572,2025-10-10,2,31,1,154,3303.3,7,1
1546,1471,2025-10-13,2,20,5,149,8716.5,47,0
1547,1484,2025-10-13,3,17,5,161,11910.78,42,0
1548,1562,2025-10-13,3,14,4,167,10021.67,13,0
1549,1570,2025-10-13,2,28,2,146,1476.06,11,1
1550,1543,2025-10-15,2,15,4,162,7486.02,21,0
1551,1549,2025-10-15,1,3,3,142,4812.38,20,0
1552,1583,2025-10-15,3,25,1,166,2174.6,7,1
1553,1472,2025-10-16,2,21,5,149,3185.62,50,0
1554,1578,2025-10-16,1,19,1,169,2305.16,9,0
1555,1587,2025-10-16,2,19,1,148,2018.72,7,1
1556,1588,2025-10-16,3,7,1,157,8884.63,7,1
1557,1482,2025-10-17,2,23,5,144,11524.32,49,0
1558,1486,2025-10-17,3,21,5,146,3121.48,46,0
1559,1505,2025-10-17,3,18,5,160,7476.8,38,0
1560,1474,2025-10-20,3,20,5,178,10413.0,54,0
1561,1491,2025-10-20,2,17,5,159,11762.82,47,0
1562,1552,2025-10-20,3,10,2,146,9275.38,25,0
1563,1555,2025-10-20,2,22,2,161,3018.75,24,0
1564,1560,2025-10-20,1,5,3,143,803.66,20,0
1565,1565,2025-10-20,3,5,3,158,887.96,19,0
1566,1576,2025-10-20,1,26,6,147,8177.61,14,0
1567,1577,2025-10-20,1,12,4,142,8322.62,13,0
1568,1584,2025-10-20,1,9,4,150,1533.0,11,1
1569,1585,2025-10-20,2,12,4,155,9084.55,11,1
1570,1586,2025-10-20,2,13,1,149,10906.8,11,0
1571,1592,2025-10-20,1,7,1,147,8318.73,10,0
1572,1596,2025-10-20,2,7,1,144,8148.96,7,1
1573,1510,2025-10-22,2,21,5,154,3292.52,42,0
1574,1573,2025-10-22,3,3,3,175,5930.75,19,0
1575,1595,2025-10-22,1,15,4,153,7070.13,9,1
1576,1509,2025-10-23,1,23,5,158,12644.74,43,0
1577,1602,2025-10-23,1,27,6,150,11806.5,8,1
1578,1607,2025-10-23,3,27,6,146,11491.66,8,1
1579,1608,2025-10-23,1,1,1,159,12295.47,7,1
1580,1500,2025-10-24,1,21,5,174,3720.12,46,0
1581,1581,2025-10-24,1,2,3,166,9760.8,16,1
1582,1508,2025-10-27,1,17,5,141,10431.18,47,0
1583,1574,2025-10-27,3,11,4,147,7854.21,24,0
1584,1589,2025-10-27,3,8,3,38,1768.9,18,1
1585,1591,2025-10-27,1,6,3,142,1567.68,17,1
1586,1597,2025-10-27,1,4,2,142,11101.56,13,0
1587,1601,2025-10-27,1,14,4,160,9601.6,12,0
1588,1610,2025-10-27,2,11,4,144,7693.92,11,1
1589,1614,2025-10-27,3,30,6,175,5239.5,11,0
1590,1619,2025-10-27,1,13,1,151,11053.2,7,1
1591,1603,2025-10-28,1,29,6,158,2294.16,13,0
1592,1606,2025-10-28,2,32,6,34,359.04,13,0
1593,1612,2025-10-28,3,13,1,157,11492.4,12,0
1594,1623,2025-10-28,3,1,1,141,10903.53,7,1
1595,1617,2025-10-29,3,28,2,142,1435.62,12,0
1596,1618,2025-10-29,1,11,4,146,7800.78,9,1
1597,1622,2025-10-29,2,29,6,150,2178.0,8,1
1598,1598,2025-10-30,2,3,3,142,4812.38,16,1
1599,1620,2025-10-30,3,10,2,143,9084.79,10,1
1600,1625,2025-10-30,3,9,4,163,1665.86,9,1
1601,1627,2025-10-30,1,30,6,147,4401.18,8,1
1602,1628,2025-10-30,2,27,6,151,11885.21,8,1
1603,1632,2025-10-30,2,13,1,149,10906.8,7,1
1604,1634,2025-10-30,3,19,1,156,2127.84,7,1
1605,1631,2025-10-31,1,32,6,44,464.64,8,1
1606,1636,2025-10-31,2,25,1,147,1925.7,7,1
1607,1517,2025-11-03,1,20,5,146,8541.0,52,0
1608,1594,2025-11-03,3,12,4,162,9494.82,24,0
1609,1600,2025-11-03,3,29,6,160,2323.2,20,0
1610,1605,2025-11-03,2,10,2,158,10037.74,19,0
1611,1615,2025-11-03,3,15,4,151,6977.71,17,0
1612,1626,2025-11-03,1,25,1,142,1860.2,12,0
1613,1629,2025-11-03,3,16,2,35,780.15,12,1
1614,1545,2025-11-04,2,20,5,151,8833.5,41,0
1615,1644,2025-11-05,1,1,1,170,13146.1,7,1
1616,1650,2025-11-05,3,25,1,150,1965.0,7,1
1617,1621,2025-11-06,2,6,3,145,1600.8,16,1
1618,1624,2025-11-06,3,2,3,142,8349.6,16,1
1619,1637,2025-11-06,1,10,2,177,11244.81,10,1
1620,1638,2025-11-06,1,16,2,32,713.28,10,1
1621,1643,2025-11-06,2,15,4,141,6515.61,9,1
1622,1653,2025-11-06,1,31,1,144,3088.8,7,1
1623,1656,2025-11-07,2,30,6,151,4520.94,8,1
1624,1658,2025-11-07,3,26,6,149,8288.87,8,1
1625,1554,2025-11-10,3,21,5,145,3100.1,46,0
1626,1635,2025-11-10,2,8,3,38,1768.9,17,1
1627,1641,2025-11-10,3,11,4,146,7800.78,14,0
1628,1642,2025-11-10,2,9,4,158,1614.76,13,0
1629,1647,2025-11-10,1,28,2,143,1445.73,12,1
1630,1648,2025-11-10,2,22,2,163,3056.25,12,1
1631,1652,2025-11-10,1,7,1,152,8601.68,11,0
1632,1655,2025-11-10,2,28,2,158,1597.38,11,1
1633,1660,2025-11-10,3,14,4,151,9061.51,10,1
1634,1661,2025-11-10,1,19,1,155,2114.2,7,1
1635,1663,2025-11-10,3,31,1,143,3067.35,7,1
1636,1666,2025-11-11,2,7,1,167,9450.53,7,1
1637,1604,2025-11-12,2,2,3,144,8467.2,28,0
1638,1640,2025-11-12,3,5,3,142,798.04,16,1
1639,1649,2025-11-12,3,4,2,157,12274.26,14,0
1640,1662,2025-11-12,2,1,1,153,11831.49,9,0
1641,1544,2025-11-13,2,17,5,155,11466.9,50,0
1642,1669,2025-11-13,2,26,6,164,9123.32,8,1
1643,1670,2025-11-13,3,29,6,166,2410.32,8,1
1644,1514,2025-11-14,3,23,5,158,12644.74,64,0
1645,1680,2025-11-14,3,7,1,171,9676.89,7,1
1646,1645,2025-11-17,1,5,3,143,803.66,19,0
1647,1651,2025-11-17,1,3,3,145,4914.05,18,1
1648,1659,2025-11-17,2,11,4,160,8548.8,17,0
1649,1665,2025-11-17,1,29,6,141,2047.32,13,0
1650,1667,2025-11-17,1,12,4,148,8674.28,12,0
1651,1673,2025-11-17,2,10,2,150,9529.5,11,1
1652,1675,2025-11-17,3,27,6,191,15033.61,11,0
1653,1676,2025-11-17,1,22,2,151,2831.25,10,1
1654,1677,2025-11-17,1,26,6,158,8789.54,10,1
1655,1679,2025-11-17,2,31,1,156,3346.2,10,0
1656,1681,2025-11-17,3,9,4,151,1543.22,10,1
1657,1579,2025-11-18,1,21,5,150,3207.0,42,0
1658,1561,2025-11-19,1,18,5,141,6588.93,50,0
1659,1575,2025-11-19,3,20,5,158,9243.0,47,0
1660,1646,2025-11-19,1,15,4,147,6792.87,21,0
1661,1654,2025-11-19,2,3,3,164,5557.96,20,0
1662,1683,2025-11-19,2,14,4,171,10261.71,9,1
1663,1692,2025-11-19,2,19,1,143,1950.52,7,1
1664,1582,2025-11-20,1,20,5,161,9418.5,43,0
1665,1682,2025-11-20,2,4,2,146,11414.28,10,1
1666,1686,2025-11-20,1,14,4,146,8761.46,9,1
1667,1698,2025-11-21,3,30,6,156,4670.64,8,1
1668,1566,2025-11-24,1,23,5,142,11364.26,53,0
1669,1599,2025-11-24,2,23,5,147,11764.41,41,0
1670,1639,2025-11-24,2,5,3,156,876.72,28,0
1671,1689,2025-11-24,1,4,2,147,11492.46,12,1
1672,1696,2025-11-24,3,11,4,181,9670.83,11,1
1673,1580,2025-11-26,2,18,5,163,7616.99,50,0
1674,1609,2025-11-26,1,18,5,174,8131.02,41,0
1675,1674,2025-11-26,2,27,6,149,11727.79,20,0
1676,1700,2025-11-26,1,13,1,144,10540.8,12,0
1677,1702,2025-11-26,2,12,4,143,8381.23,12,0
1678,1708,2025-11-26,2,11,4,142,7587.06,9,1
1679,1714,2025-11-26,3,19,1,144,1964.16,7,1
1680,1706,2025-11-27,1,27,6,151,11885.21,10,0
1681,1710,2025-11-27,3,22,2,172,3225.0,10,1
1682,1713,2025-11-27,2,29,6,141,2047.32,8,1
1683,1716,2025-11-27,1,25,1,145,1899.5,7,1
1684,1690,2025-11-28,1,6,3,153,1689.12,16,1
1685,1691,2025-11-28,2,2,3,151,8878.8,16,1
1686,1593,2025-12-01,1,17,5,147,10875.06,52,0
1687,1684,2025-12-01,3,12,4,143,8381.23,21,0
1688,1688,2025-12-01,1,2,3,149,8761.2,19,0
1689,1695,2025-12-01,3,6,3,148,1633.92,18,1
1690,1699,2025-12-01,1,9,4,154,1573.88,17,0
1691,1707,2025-12-01,2,9,4,163,1665.86,14,0
1692,1717,2025-12-01,2,15,4,145,6700.45,11,1
1693,1719,2025-12-01,3,10,2,153,9720.09,11,1
1694,1720,2025-12-01,2,14,4,142,8521.42,10,1
1695,1728,2025-12-02,2,31,1,147,3153.15,7,1
1696,1721,2025-12-03,3,1,1,163,12604.79,12,0
1697,1724,2025-12-04,1,30,6,152,4550.88,10,0
1698,1726,2025-12-04,2,7,1,159,8997.81,9,0
1699,1731,2025-12-04,3,15,4,144,6654.24,9,1
1700,1611,2025-12-05,2,21,5,154,3292.52,50,0
1701,1729,2025-12-05,3,4,2,146,11414.28,10,1
1702,1735,2025-12-05,2,26,6,151,8400.13,8,1
1703,1743,2025-12-05,2,1,1,151,11676.83,7,1
1704,1613,2025-12-08,3,23,5,163,13044.89,53,0
1705,1630,2025-12-08,3,21,5,158,3378.04,47,0
1706,1701,2025-12-08,2,6,3,151,1667.04,24,0
1707,1703,2025-12-08,3,3,3,155,5252.95,24,0
1708,1709,2025-12-08,2,13,1,150,10980.0,21,0
1709,1722,2025-12-08,1,7,1,154,8714.86,14,0
1710,1727,2025-12-08,2,25,1,144,1886.4,13,0
1711,1732,2025-12-08,3,28,2,156,1577.16,12,1
1712,1737,2025-12-08,3,22,2,158,2962.5,11,1
1713,1739,2025-12-08,1,12,4,144,8439.84,10,1
1714,1742,2025-12-08,1,28,2,152,1536.72,10,1
1715,1744,2025-12-08,2,22,2,153,2868.75,10,1
1716,1745,2025-12-08,2,32,6,31,327.36,10,1
1717,1746,2025-12-08,3,26,6,155,8622.65,10,1
1718,1749,2025-12-08,3,7,1,146,8262.14,7,1
1719,1736,2025-12-09,3,13,1,155,11346.0,12,0
1720,1718,2025-12-10,3,5,3,141,792.42,20,0
1721,1741,2025-12-10,1,22,2,153,2868.75,12,0
1722,1751,2025-12-10,3,31,1,153,3281.85,9,0
1723,1753,2025-12-10,1,26,6,141,7843.83,8,1
1724,1590,2025-12-11,3,17,5,149,11023.02,63,0
1725,1616,2025-12-11,3,18,5,147,6869.31,55,0
1726,1725,2025-12-11,1,5,3,151,848.62,16,1
1727,1730,2025-12-11,3,8,3,33,1536.15,16,1
1728,1747,2025-12-11,1,10,2,167,10609.51,10,1
1729,1752,2025-12-11,1,15,4,146,6746.66,9,1
1730,1755,2025-12-11,3,27,6,141,11098.11,8,1
1731,1758,2025-12-11,3,25,1,144,1886.4,7,1
1732,1633,2025-12-15,2,17,5,154,11392.92,53,0
1733,1733,2025-12-15,1,3,3,141,4778.49,18,1
1734,1738,2025-12-15,1,4,2,143,11179.74,17,0
1735,1750,2025-12-15,3,12,4,155,9084.55,14,0
1736,1757,2025-12-15,1,14,4,148,8881.48,11,1
1737,1760,2025-12-15,1,16,2,35,780.15,10,1
1738,1762,2025-12-15,1,31,1,144,3088.8,7,1
1739,1763,2025-12-15,2,13,1,161,11785.2,7,1
1740,1764,2025-12-15,2,19,1,156,2127.84,7,1
1741,1756,2025-12-16,1,1,1,152,11754.16,12,0
1742,1734,2025-12-17,1,8,3,36,1675.8,20,0
1743,1748,2025-12-17,3,6,3,176,1943.04,16,1
1744,1768,2025-12-17,1,27,6,159,12514.89,8,1
1745,1773,2025-12-17,2,30,6,151,4520.94,8,1
1746,1765,2025-12-18,2,27,6,147,11570.37,10,0
1747,1779,2025-12-18,1,7,1,162,9167.58,7,1
1748,1657,2025-12-19,3,20,5,141,8248.5,50,0
1749,1761,2025-12-19,1,11,4,143,7640.49,11,0
1750,1769,2025-12-19,1,29,6,152,2207.04,10,0
1751,1685,2025-12-22,3,21,5,180,3848.4,42,0
1752,1766,2025-12-22,2,29,6,154,2236.08,14,0
1753,1774,2025-12-22,2,4,2,159,12430.62,12,1
1754,1777,2025-12-22,3,9,4,148,1512.56,12,0
1755,1781,2025-12-22,2,15,4,148,6839.08,11,1
1756,1782,2025-12-22,3,1,1,142,10980.86,11,0
1757,1785,2025-12-22,2,12,4,155,9084.55,10,1
1758,1786,2025-12-22,2,28,2,144,1455.84,10,1
1759,1787,2025-12-22,3,14,4,150,9001.5,10,1
1760,1788,2025-12-22,3,29,6,151,2192.52,10,1
1761,1789,2025-12-22,1,19,1,175,2387.0,7,1
1762,1693,2025-12-23,3,18,5,163,7616.99,41,0
1763,1793,2025-12-23,3,30,6,183,5479.02,8,1
1764,1664,2025-12-24,1,23,5,148,11844.44,50,0
1765,1672,2025-12-24,1,21,5,152,3249.76,48,0
1766,1759,2025-12-24,1,2,3,160,9408.0,19,0
1767,1791,2025-12-24,3,11,4,142,7587.06,9,1
1768,1771,2025-12-25,2,6,3,150,1656.0,16,1
1769,1792,2025-12-25,3,16,2,34,757.86,10,1
1770,1797,2025-12-25,3,19,1,175,2387.0,7,1
1771,1678,2025-12-26,2,18,5,142,6635.66,49,0
1772,1800,2025-12-26,2,25,1,152,1991.2,7,1
1773,1687,2025-12-29,2,21,5,175,3741.5,48,0
1774,1694,2025-12-29,2,20,5,148,8658.0,46,0
1775,1770,2025-12-29,2,3,3,159,5388.51,20,0
1776,1795,2025-12-29,1,4,2,141,11023.38,11,1
1777,1799,2025-12-29,2,14,4,144,8641.44,10,1
1778,1671,2025-12-30,1,20,5,160,9360.0,54,0
1779,1804,2025-12-30,3,32,6,41,432.96,8,1
1780,1776,2025-12-31,3,5,3,149,837.38,21,0
1781,1790,2025-12-31,2,2,3,153,8996.4,16,1
1782,1798,2025-12-31,2,1,1,153,11831.49,12,0
1783,1806,2025-12-31,1,13,1,151,11053.2,7,1
1784,1704,2026-01-01,3,23,5,153,12244.59,48,0
1785,1811,2026-01-01,2,7,1,146,8262.14,7,1
1786,1816,2026-01-01,3,31,1,170,3646.5,7,1
1787,1805,2026-01-02,3,10,2,143,9084.79,10,1
1788,1668,2026-01-05,2,23,5,152,12164.56,61,0
1789,1711,2026-01-05,1,18,5,164,7663.72,47,0
1790,1807,2026-01-05,1,28,2,185,1870.35,12,1
1791,1812,2026-01-05,3,15,4,141,6515.61,11,1
1792,1814,2026-01-05,3,22,2,158,2962.5,11,1
1793,1815,2026-01-05,3,28,2,154,1556.94,11,1
1794,1819,2026-01-05,2,22,2,151,2831.25,10,1
1795,1712,2026-01-06,2,17,5,148,10949.04,48,0
1796,1802,2026-01-07,3,2,3,148,8702.4,16,1
1797,1821,2026-01-07,1,9,4,155,1584.1,9,1
1798,1822,2026-01-07,1,12,4,149,8732.89,9,1
1799,1827,2026-01-07,1,32,6,42,443.52,8,1
1800,1823,2026-01-08,1,26,6,141,7843.83,10,0
1801,1826,2026-01-08,1,14,4,149,8941.49,9,1
1802,1836,2026-01-08,2,31,1,146,3131.7,7,1
1803,1715,2026-01-09,3,20,5,158,9243.0,51,0
1804,1808,2026-01-09,2,5,3,152,854.24,16,1
1805,1824,2026-01-09,2,9,4,142,1451.24,11,0
1806,1833,2026-01-09,1,27,6,151,11885.21,8,1
1807,1835,2026-01-09,2,30,6,144,4311.36,8,1
1808,1840,2026-01-09,3,1,1,158,12218.14,7,1
1809,1778,2026-01-12,1,5,3,218,1225.16,32,0
1810,1817,2026-01-12,1,3,3,146,4947.94,17,1
1811,1837,2026-01-12,1,4,2,147,11492.46,10,1
1812,1838,2026-01-12,2,10,2,168,10673.04,10,1
1813,1841,2026-01-12,3,4,2,145,11336.1,10,1
1814,1697,2026-01-13,3,17,5,150,11097.0,61,0
1815,1723,2026-01-13,1,21,5,172,3677.36,50,0
1816,1740,2026-01-14,1,18,5,148,6916.04,47,0
1817,1810,2026-01-14,1,6,3,173,1909.92,20,0
1818,1818,2026-01-14,2,8,3,34,1582.7,19,0
1819,1831,2026-01-14,2,15,4,157,7254.97,14,0
1820,1839,2026-01-14,2,29,6,143,2076.36,12,0
1821,1843,2026-01-14,2,19,1,150,2046.0,9,0
1822,1852,2026-01-14,1,25,1,150,1965.0,7,1
1823,1705,2026-01-15,1,17,5,152,11244.96,59,0
1824,1829,2026-01-15,3,6,3,144,1589.76,16,1
1825,1846,2026-01-15,2,11,4,154,8228.22,9,1
1826,1772,2026-01-16,2,23,5,158,12644.74,38,0
1827,1854,2026-01-16,3,14,4,147,8821.47,9,1
1828,1820,2026-01-19,3,3,3,149,5049.61,24,0
1829,1845,2026-01-19,1,30,6,150,4491.0,13,0
1830,1850,2026-01-19,3,27,6,180,14167.8,13,0
1831,1856,2026-01-19,1,15,4,149,6885.29,10,1
1832,1775,2026-01-20,2,21,5,146,3121.48,41,0
1833,1844,2026-01-20,1,11,4,144,7693.92,14,0
1834,1860,2026-01-20,1,1,1,143,11058.19,7,1
1835,1867,2026-01-20,3,25,1,149,1951.9,7,1
1836,1855,2026-01-21,2,12,4,141,8264.01,13,0
1837,1859,2026-01-21,2,25,1,143,1873.3,9,0
1838,1863,2026-01-21,1,32,6,30,316.8,8,1
1839,1868,2026-01-21,3,26,6,164,9123.32,8,1
1840,1873,2026-01-21,3,19,1,145,1977.8,7,1
1841,1861,2026-01-22,1,7,1,163,9224.17,9,0
1842,1875,2026-01-22,3,7,1,205,11600.95,7,1
1843,1869,2026-01-23,3,29,6,149,2163.48,10,0
1844,1767,2026-01-26,3,21,5,158,3378.04,49,0
1845,1794,2026-01-26,3,17,5,151,11170.98,40,0
1846,1832,2026-01-26,1,10,2,157,9974.21,25,0
1847,1847,2026-01-26,2,13,1,142,10394.4,20,0
1848,1848,2026-01-26,3,5,3,148,831.76,20,0
1849,1851,2026-01-26,1,22,2,168,3150.0,19,0
1850,1865,2026-01-26,3,10,2,142,9021.26,13,0
1851,1871,2026-01-26,2,4,2,148,11570.64,12,1
1852,1849,2026-01-27,3,9,4,149,1522.78,21,0
1853,1853,2026-01-27,1,29,6,142,2061.84,20,0
1854,1880,2026-01-27,2,32,6,35,369.6,8,1
1855,1884,2026-01-27,3,1,1,164,12682.12,7,1
1856,1754,2026-01-28,2,18,5,145,6775.85,56,0
1857,1879,2026-01-28,1,31,1,142,3045.9,9,0
1858,1780,2026-01-30,1,17,5,142,10505.16,50,0
1859,1783,2026-01-30,3,18,5,144,6729.12,50,0
1860,1870,2026-01-30,1,2,3,158,9290.4,16,1
1861,1885,2026-01-30,1,9,4,144,1471.68,9,1
1862,1895,2026-01-30,2,7,1,168,9507.12,7,1
1863,1784,2026-02-02,1,23,5,161,12884.83,52,0
1864,1796,2026-02-02,1,20,5,148,8658.0,46,0
1865,1834,2026-02-02,2,3,3,159,5388.51,32,0
1866,1876,2026-02-02,1,5,3,155,871.1,17,1
1867,1882,2026-02-02,3,30,6,145,4341.3,14,0
1868,1887,2026-02-02,2,14,4,151,9061.51,11,1
1869,1891,2026-02-02,2,31,1,153,3281.85,11,0
1870,1892,2026-02-02,3,12,4,151,8850.11,11,1
1871,1896,2026-02-02,2,26,6,152,8455.76,10,1
1872,1898,2026-02-03,2,29,6,148,2148.96,8,1
1873,1901,2026-02-03,1,19,1,172,2346.08,7,1
1874,1877,2026-02-04,1,3,3,141,4778.49,16,1
1875,1878,2026-02-04,1,6,3,150,1656.0,16,1
1876,1881,2026-02-04,3,3,3,143,4846.27,16,1
1877,1888,2026-02-04,2,27,6,152,11963.92,13,0
1878,1889,2026-02-04,2,28,2,151,1526.61,13,0
1879,1890,2026-02-04,2,30,6,142,4251.48,13,0
1880,1801,2026-02-05,2,20,5,150,8775.0,45,0
1881,1883,2026-02-05,2,5,3,156,876.72,16,1
1882,1842,2026-02-06,1,18,5,190,8878.7,32,0
1883,1899,2026-02-06,3,14,4,141,8461.41,11,0
1884,1803,2026-02-09,3,21,5,180,3848.4,49,0
1885,1809,2026-02-09,3,23,5,145,11604.35,47,0
1886,1828,2026-02-09,2,17,5,155,11466.9,41,0
1887,1857,2026-02-09,3,24,5,38,3082.94,31,1
1888,1894,2026-02-09,2,2,3,152,8937.6,17,1
1889,1912,2026-02-09,3,11,4,165,8815.95,10,1
1890,1914,2026-02-09,2,1,1,159,12295.47,7,1
1891,1920,2026-02-10,1,31,1,149,3196.05,7,1
1892,1825,2026-02-11,2,18,5,148,6916.04,44,0
1893,1858,2026-02-11,1,23,5,154,12324.62,30,1
1894,1897,2026-02-11,2,6,3,160,1766.4,16,1
1895,1900,2026-02-11,1,10,2,158,10037.74,15,0
1896,1905,2026-02-11,2,16,2,43,958.47,14,0
1897,1918,2026-02-11,1,26,6,148,8233.24,8,1
1898,1923,2026-02-11,3,27,6,160,12593.6,8,1
1899,1830,2026-02-12,1,21,5,142,3035.96,43,0
1900,1866,2026-02-12,3,17,5,164,12132.72,30,1
1901,1903,2026-02-12,3,2,3,141,8290.8,16,1
1902,1872,2026-02-13,2,24,5,42,3407.46,30,1
1903,1908,2026-02-13,3,5,3,177,994.74,16,1
1904,1919,2026-02-13,1,28,2,149,1506.39,10,1
1905,1925,2026-02-13,2,9,4,148,1512.56,9,1
1906,1928,2026-02-13,3,12,4,142,8322.62,9,1
1907,1813,2026-02-16,3,20,5,152,8892.0,53,0
1908,1862,2026-02-16,1,20,5,141,8248.5,34,0
1909,1874,2026-02-16,1,17,5,151,11170.98,32,1
1910,1910,2026-02-16,3,8,3,32,1489.6,18,1
1911,1913,2026-02-16,3,22,2,151,2831.25,17,0
1912,1926,2026-02-16,2,22,2,144,2700.0,12,1
1913,1927,2026-02-16,3,9,4,167,1706.74,12,0
1914,1929,2026-02-16,3,16,2,37,824.73,12,1
1915,1932,2026-02-16,3,13,1,143,10467.6,11,0
1916,1864,2026-02-17,2,20,5,143,8365.5,35,0
1917,1917,2026-02-17,1,12,4,166,9729.26,14,0
1918,1909,2026-02-18,1,8,3,36,1675.8,20,0
1919,1915,2026-02-18,2,3,3,185,6269.65,16,1
1920,1937,2026-02-18,1,14,4,178,10681.78,9,1
1921,1944,2026-02-18,1,25,1,152,1991.2,7,1
1922,1947,2026-02-18,2,19,1,148,2018.72,7,1
1923,1948,2026-02-18,3,31,1,150,3217.5,7,1
1924,1938,2026-02-19,2,10,2,148,9402.44,10,1
