Date,WarehouseID,Stage,CapacityUnits,CompletedUnits,OpeningQueueUnits,ClosingQueueUnits,WaitUnitDays
2026-01-08,1,Pick,217,187,423,236,0
2026-01-08,2,Dispatch,203,135,135,0,135
2026-01-08,2,Pack,135,135,5037,4902,4996
2026-01-08,2,Pick,257,172,172,0,0
2026-01-08,3,Dispatch,202,178,178,0,178
2026-01-08,3,Pack,198,181,181,0,181
2026-01-08,3,Pick,256,105,286,181,0
2026-01-09,1,Dispatch,226,180,180,0,180
2026-01-09,1,Pack,220,187,187,0,187
2026-01-09,1,Pick,256,111,391,280,0
2026-01-09,2,Dispatch,225,135,135,0,135
2026-01-09,2,Pack,135,135,5074,4939,5032
2026-01-09,2,Pick,224,218,218,0,0
2026-01-09,3,Dispatch,254,181,181,0,181
2026-01-09,3,Pack,227,105,105,0,105
2026-01-09,3,Pick,265,208,362,154,187
2026-01-12,1,Dispatch,232,187,187,0,561
2026-01-12,1,Pack,200,111,111,0,333
2026-01-12,1,Pick,209,209,444,235,1091
2026-01-12,2,Dispatch,215,135,135,0,405
2026-01-12,2,Pack,135,135,5157,5022,5300
2026-01-12,2,Pick,210,210,221,11,0
2026-01-12,3,Dispatch,204,105,105,0,315
2026-01-12,3,Pack,239,208,208,0,624
2026-01-12,3,Pick,242,173,344,171,0
2026-01-13,1,Dispatch,230,111,111,0,111
2026-01-13,1,Pack,196,196,209,13,196
2026-01-13,1,Pick,220,174,382,208,38
2026-01-13,2,Dispatch,207,135,135,0,135
2026-01-13,2,Pack,135,135,5232,5097,5326
2026-01-13,2,Pick,267,132,144,12,10
2026-01-13,3,Dispatch,226,208,208,0,208
2026-01-13,3,Pack,187,173,173,0,173
2026-01-13,3,Pick,236,236,304,68,1563
2026-01-14,1,Dispatch,234,196,196,0,196
2026-01-14,1,Pack,233,187,187,0,200
2026-01-14,1,Pick,219,219,410,191,1012
2026-01-14,2,Dispatch,238,135,135,0,135
2026-01-14,2,Pack,135,135,5229,5094,5400
2026-01-14,2,Pick,268,172,205,33,0
2026-01-14,3,Dispatch,213,173,173,0,173
2026-01-14,3,Pack,220,220,236,16,220
2026-01-14,3,Pick,262,180,224,44,24
2026-01-15,1,Dispatch,247,187,187,0,187
2026-01-15,1,Pack,205,205,219,14,205
2026-01-15,1,Pick,224,224,346,122,1091
2026-01-15,2,Dispatch,216,135,135,0,135
2026-01-15,2,Pack,135,135,5266,5131,5256
2026-01-15,2,Pick,225,186,240,54,0
2026-01-15,3,Dispatch,245,220,220,0,220
2026-01-15,3,Pack,210,196,196,0,212
2026-01-15,3,Pick,257,212,272,60,0
2026-01-16,1,Dispatch,244,205,205,0,205
2026-01-16,1,Pack,200,200,238,38,214
2026-01-16,1,Pick,225,225,299,74,91
2026-01-16,2,Dispatch,216,135,135,0,135
2026-01-16,2,Pack,135,135,5317,5182,5265
2026-01-16,2,Pick,220,160,214,54,0
2026-01-16,3,Dispatch,238,196,196,0,196
2026-01-16,3,Pack,192,192,212,20,192
2026-01-16,3,Pick,215,147,226,79,0
2026-01-19,1,Dispatch,211,200,200,0,600
2026-01-19,1,Pack,186,186,263,77,596
2026-01-19,1,Pick,223,223,276,53,123
2026-01-19,2,Dispatch,218,135,135,0,405
2026-01-19,2,Pack,135,135,5342,5207,5541
2026-01-19,2,Pick,237,215,270,55,0
2026-01-19,3,Dispatch,240,192,192,0,576
2026-01-19,3,Pack,223,167,167,0,521
2026-01-19,3,Pick,225,163,225,62,135
2026-01-20,1,Dispatch,203,186,186,0,186
2026-01-20,1,Pack,195,195,300,105,426
2026-01-20,1,Pick,263,217,253,36,20
2026-01-20,2,Dispatch,256,135,135,0,135
2026-01-20,2,Pack,135,135,5422,5287,5633
2026-01-20,2,Pick,268,131,218,87,0
2026-01-20,3,Dispatch,224,167,167,0,167
2026-01-20,3,Pack,207,163,163,0,163
2026-01-20,3,Pick,263,186,263,77,0
2026-01-21,1,Dispatch,218,195,195,0,195
2026-01-21,1,Pack,215,215,322,107,320
2026-01-21,1,Pick,245,191,265,74,0
2026-01-21,2,Dispatch,204,135,135,0,135
2026-01-21,2,Pack,135,135,5418,5283,5670
2026-01-21,2,Pick,223,122,215,93,13
2026-01-21,3,Dispatch,229,163,163,0,163
2026-01-21,3,Pack,185,185,186,1,185
2026-01-21,3,Pick,265,153,273,120,0
2026-01-22,1,Dispatch,243,215,215,0,215
2026-01-22,1,Pack,234,234,298,64,341
2026-01-22,1,Pick,235,129,212,83,0
2026-01-22,2,Dispatch,258,135,135,0,135
2026-01-22,2,Pack,135,135,5405,5270,5733
2026-01-22,2,Pick,224,190,285,95,0
2026-01-22,3,Dispatch,223,185,185,0,185
2026-01-22,3,Pack,219,154,154,0,155
2026-01-22,3,Pick,254,160,288,128,4
2026-01-23,1,Dispatch,241,234,234,0,234
2026-01-23,1,Pack,213,193,193,0,257
2026-01-23,1,Pick,268,139,256,117,0
2026-01-23,2,Dispatch,217,135,135,0,135
2026-01-23,2,Pack,135,135,5460,5325,5805
2026-01-23,2,Pick,260,208,319,111,0
2026-01-23,3,Dispatch,214,154,154,0,154
2026-01-23,3,Pack,230,160,160,0,160
2026-01-23,3,Pick,257,170,310,140,5
2026-01-26,1,Dispatch,260,193,193,0,579
2026-01-26,1,Pack,223,139,139,0,417
2026-01-26,1,Pick,246,126,253,127,398
2026-01-26,2,Dispatch,214,135,135,0,405
2026-01-26,2,Pack,135,135,5533,5398,6080
2026-01-26,2,Pick,260,178,313,135,0
2026-01-26,3,Dispatch,240,160,160,0,480
2026-01-26,3,Pack,229,170,170,0,510
2026-01-26,3,Pick,250,250,341,91,1507
2026-01-27,1,Dispatch,246,139,139,0,139
2026-01-27,1,Pack,228,126,126,0,126
2026-01-27,1,Pick,266,261,369,108,19
2026-01-27,2,Dispatch,262,135,135,0,135
2026-01-27,2,Pack,135,135,5576,5441,6006
2026-01-27,2,Pick,205,196,353,157,0
2026-01-27,3,Dispatch,260,170,170,0,170
2026-01-27,3,Pack,238,238,250,12,238
2026-01-27,3,Pick,239,235,237,2,167
2026-01-28,1,Dispatch,215,126,126,0,126
2026-01-28,1,Pack,220,220,261,41,220
2026-01-28,1,Pick,267,211,318,107,121
2026-01-28,2,Dispatch,245,135,135,0,135
2026-01-28,2,Pack,135,135,5637,5502,5940
2026-01-28,2,Pick,242,236,316,80,961
2026-01-28,3,Dispatch,258,238,238,0,238
2026-01-28,3,Pack,189,189,247,58,201
2026-01-28,3,Pick,230,230,264,34,0
2026-01-29,1,Dispatch,239,220,220,0,220
2026-01-29,1,Pack,193,193,252,59,234
2026-01-29,1,Pick,236,124,251,127,0
2026-01-29,2,Dispatch,261,135,135,0,135
2026-01-29,2,Pack,135,135,5738,5603,5974
2026-01-29,2,Pick,223,116,227,111,0
2026-01-29,3,Dispatch,249,189,189,0,189
2026-01-29,3,Pack,239,239,288,49,297
2026-01-29,3,Pick,218,218,302,84,28
2026-01-30,1,Dispatch,256,193,193,0,193
2026-01-30,1,Pack,200,183,183,0,242
2026-01-30,1,Pick,261,208,315,107,289
2026-01-30,2,Dispatch,203,135,135,0,135
2026-01-30,2,Pack,135,135,5719,5584,6021
2026-01-30,2,Pick,221,132,260,128,0
2026-01-30,3,Dispatch,236,236,239,3,236
2026-01-30,3,Pack,208,208,267,59,257
2026-01-30,3,Pick,247,230,261,31,62
2026-02-02,1,Dispatch,234,183,183,0,549
2026-02-02,1,Pack,233,208,208,0,624
2026-02-02,1,Pick,216,216,280,64,557
2026-02-02,2,Dispatch,260,135,135,0,405
2026-02-02,2,Pack,135,135,5716,5581,6314
2026-02-02,2,Pick,251,228,314,86,585
2026-02-02,3,Dispatch,251,211,211,0,636
2026-02-02,3,Pack,216,216,289,73,707
2026-02-02,3,Pick,245,245,252,7,91
2026-02-03,1,Dispatch,257,208,208,0,208
2026-02-03,1,Pack,239,216,216,0,216
2026-02-03,1,Pick,240,180,263,83,20
2026-02-03,2,Dispatch,217,135,135,0,135
2026-02-03,2,Pack,135,135,5809,5674,6264
2026-02-03,2,Pick,244,168,254,86,0
2026-02-03,3,Dispatch,216,216,216,0,216
2026-02-03,3,Pack,238,238,318,80,457
2026-02-03,3,Pick,220,163,178,15,1
2026-02-04,1,Dispatch,247,216,216,0,216
2026-02-04,1,Pack,228,180,180,0,180
2026-02-04,1,Pick,228,144,230,86,21
2026-02-04,2,Dispatch,224,135,135,0,135
2026-02-04,2,Pack,135,135,5842,5707,6327
2026-02-04,2,Pick,230,204,275,71,231
2026-02-04,3,Dispatch,215,215,238,23,215
2026-02-04,3,Pack,215,215,243,28,295
2026-02-04,3,Pick,216,135,169,34,28
2026-02-05,1,Dispatch,244,180,180,0,180
2026-02-05,1,Pack,202,144,144,0,144
2026-02-05,1,Pick,204,181,276,95,0
2026-02-05,2,Dispatch,215,135,135,0,135
2026-02-05,2,Pack,135,135,5911,5776,6075
2026-02-05,2,Pick,247,237,252,15,200
2026-02-05,3,Dispatch,253,238,238,0,261
2026-02-05,3,Pack,202,163,163,0,191
2026-02-05,3,Pick,243,197,253,56,0
2026-02-06,1,Dispatch,224,144,144,0,144
2026-02-06,1,Pack,200,181,181,0,181
2026-02-06,1,Pick,206,206,337,131,349
2026-02-06,2,Dispatch,217,135,135,0,135
2026-02-06,2,Pack,135,135,6013,5878,6078
2026-02-06,2,Pick,222,187,202,15,0
2026-02-06,3,Dispatch,254,163,163,0,163
2026-02-06,3,Pack,224,197,197,0,197
2026-02-06,3,Pick,250,151,225,74,0
2026-02-09,1,Dispatch,263,181,181,0,543
2026-02-09,1,Pack,184,184,206,22,552
2026-02-09,1,Pick,244,244,318,74,285
2026-02-09,2,Dispatch,233,135,135,0,405
2026-02-09,2,Pack,135,135,6065,5930,6337
2026-02-09,2,Pick,258,144,179,35,0
2026-02-09,3,Dispatch,239,197,197,0,591
2026-02-09,3,Pack,225,151,151,0,453
2026-02-09,3,Pick,245,245,256,11,325
2026-02-10,1,Dispatch,231,184,184,0,184
2026-02-10,1,Pack,194,194,266,72,260
2026-02-10,1,Pick,209,190,226,36,38
2026-02-10,2,Dispatch,221,135,135,0,135
2026-02-10,2,Pack,135,135,6074,5939,6306
2026-02-10,2,Pick,217,203,238,35,0
2026-02-10,3,Dispatch,204,151,151,0,151
2026-02-10,3,Pack,224,224,245,21,224
2026-02-10,3,Pick,258,227,246,19,8
2026-02-11,1,Dispatch,254,194,194,0,194
2026-02-11,1,Pack,235,235,262,27,307
2026-02-11,1,Pick,266,122,161,39,0
2026-02-11,2,Dispatch,232,135,135,0,135
2026-02-11,2,Pack,135,135,6142,6007,6345
2026-02-11,2,Pick,221,221,221,0,175
2026-02-11,3,Dispatch,210,210,224,14,210
2026-02-11,3,Pack,207,207,248,41,228
2026-02-11,3,Pick,225,120,173,53,0
2026-02-12,1,Dispatch,250,235,235,0,235
2026-02-12,1,Pack,189,149,149,0,176
2026-02-12,1,Pick,220,138,186,48,0
2026-02-12,2,Dispatch,244,135,135,0,135
2026-02-12,2,Pack,135,135,6228,6093,6240
2026-02-12,2,Pick,255,189,192,3,0
2026-02-12,3,Dispatch,254,221,221,0,235
2026-02-12,3,Pack,231,161,161,0,202
2026-02-12,3,Pick,238,191,252,61,37
2026-02-13,1,Dispatch,217,149,149,0,149
2026-02-13,1,Pack,188,138,138,0,138
2026-02-13,1,Pick,233,189,237,48,0
2026-02-13,2,Dispatch,208,135,135,0,135
2026-02-13,2,Pack,135,135,6282,6147,6210
2026-02-13,2,Pick,215,214,217,3,0
2026-02-13,3,Dispatch,222,161,161,0,161
2026-02-13,3,Pack,211,191,191,0,191
2026-02-13,3,Pick,222,209,270,61,0
2026-02-16,1,Dispatch,204,138,138,0,414
2026-02-16,1,Pack,201,189,189,0,567
2026-02-16,1,Pick,266,179,222,43,51
2026-02-16,2,Dispatch,256,135,135,0,405
2026-02-16,2,Pack,135,135,6361,6226,6483
2026-02-16,2,Pick,230,165,165,0,12
2026-02-16,3,Dispatch,200,191,191,0,573
2026-02-16,3,Pack,201,201,209,8,603
2026-02-16,3,Pick,266,232,232,0,294
2026-02-17,1,Dispatch,203,189,189,0,189
2026-02-17,1,Pack,184,179,179,0,179
2026-02-17,1,Pick,228,168,211,43,0
2026-02-17,2,Dispatch,208,135,135,0,135
2026-02-17,2,Pack,135,135,6391,6256,6554
2026-02-17,2,Pick,262,144,179,35,0
2026-02-17,3,Dispatch,214,201,201,0,201
2026-02-17,3,Pack,212,212,240,28,236
2026-02-17,3,Pick,251,167,167,0,0
2026-02-18,1,Dispatch,258,179,179,0,179
2026-02-18,1,Pack,186,168,168,0,168
2026-02-18,1,Pick,263,180,187,7,540
2026-02-18,2,Dispatch,207,135,135,0,135
2026-02-18,2,Pack,135,135,6400,6265,6615
2026-02-18,2,Pick,227,165,200,35,0
2026-02-18,3,Dispatch,250,212,212,0,212
2026-02-18,3,Pack,192,192,195,3,220
2026-02-18,3,Pick,251,194,196,2,0
2026-02-19,1,Dispatch,224,168,168,0,168
2026-02-19,1,Pack,207,180,180,0,180
2026-02-19,1,Pick,218,131,162,31,0
2026-02-19,2,Dispatch,258,135,135,0,135
2026-02-19,2,Pack,135,135,6430,6295,6648
2026-02-19,2,Pick,247,247,247,0,70
2026-02-19,3,Dispatch,247,192,192,0,192
2026-02-19,3,Pack,200,197,197,0,200
2026-02-19,3,Pick,212,154,160,6,1
2026-02-20,1,Dispatch,236,180,180,0,180
2026-02-20,1,Pack,228,131,131,0,131
2026-02-20,1,Pick,204,187,228,41,0
2026-02-20,2,Dispatch,217,135,135,0,135
2026-02-20,2,Pack,135,135,6542,6407,6697
2026-02-20,2,Pick,244,190,190,0,0
2026-02-20,3,Dispatch,253,197,197,0,197
2026-02-20,3,Pack,237,154,154,0,154
2026-02-20,3,Pick,267,240,263,23,0
2026-02-23,1,Dispatch,236,131,131,0,393
2026-02-23,1,Pack,216,187,187,0,561
2026-02-23,1,Pick,268,148,189,41,0
2026-02-23,2,Dispatch,202,135,135,0,405
2026-02-23,2,Pack,135,135,6597,6462,6954
2026-02-23,2,Pick,230,173,173,0,0
2026-02-23,3,Dispatch,243,154,154,0,462
2026-02-23,3,Pack,189,189,240,51,567
2026-02-23,3,Pick,225,180,189,9,56
2026-02-24,1,Dispatch,217,187,187,0,187
2026-02-24,1,Pack,185,148,148,0,148
2026-02-24,1,Pick,269,133,179,46,95
2026-02-24,2,Dispatch,259,135,135,0,135
2026-02-24,2,Pack,135,135,6635,6500,6750
2026-02-24,2,Pick,266,206,206,0,0
2026-02-24,3,Dispatch,200,189,189,0,189
2026-02-24,3,Pack,204,204,231,27,357
2026-02-24,3,Pick,237,168,183,15,0
2026-02-25,1,Dispatch,220,148,148,0,148
2026-02-25,1,Pack,231,133,133,0,133
2026-02-25,1,Pick,260,123,187,64,2
2026-02-25,2,Dispatch,207,135,135,0,135
2026-02-25,2,Pack,135,135,6706,6571,6806
2026-02-25,2,Pick,208,155,155,0,0
2026-02-25,3,Dispatch,247,204,204,0,204
2026-02-25,3,Pack,221,195,195,0,222
2026-02-25,3,Pick,212,187,204,17,1
2026-02-26,1,Dispatch,229,133,133,0,133
2026-02-26,1,Pack,189,123,123,0,123
2026-02-26,1,Pick,239,137,213,76,0
2026-02-26,2,Dispatch,249,135,135,0,135
2026-02-26,2,Pack,135,135,6726,6591,6885
2026-02-26,2,Pick,209,209,220,11,0
2026-02-26,3,Dispatch,233,195,195,0,195
2026-02-26,3,Pack,220,187,187,0,187
2026-02-26,3,Pick,245,181,204,23,47
2026-02-27,1,Dispatch,225,123,123,0,123
2026-02-27,1,Pack,231,137,137,0,137
2026-02-27,1,Pick,242,181,269,88,0
2026-02-27,2,Dispatch,233,135,135,0,135
2026-02-27,2,Pack,135,135,6800,6665,6900
2026-02-27,2,Pick,264,178,178,0,11
2026-02-27,3,Dispatch,208,187,187,0,187
2026-02-27,3,Pack,235,181,181,0,181
2026-02-27,3,Pick,257,210,249,39,0
2026-03-02,1,Dispatch,236,137,137,0,411
2026-03-02,1,Pack,222,181,181,0,543
2026-03-02,1,Pick,237,210,298,88,0
2026-03-02,2,Dispatch,226,135,135,0,405
2026-03-02,2,Pack,255,255,6843,6588,13516
2026-03-02,2,Pick,245,215,219,4,0
2026-03-02,3,Dispatch,237,181,181,0,543
2026-03-02,3,Pack,218,210,210,0,630
2026-03-02,3,Pick,242,160,196,36,15
2026-03-03,1,Dispatch,230,181,181,0,181
2026-03-03,1,Pack,205,205,210,5,205
2026-03-03,1,Pick,228,228,294,66,463
2026-03-03,2,Dispatch,244,244,255,11,244
2026-03-03,2,Pack,255,255,6803,6548,13281
2026-03-03,2,Pick,257,164,164,0,4
2026-03-03,3,Dispatch,240,210,210,0,210
2026-03-03,3,Pack,218,160,160,0,160
2026-03-03,3,Pick,262,202,250,48,0
2026-03-04,1,Dispatch,247,205,205,0,205
2026-03-04,1,Pack,192,192,233,41,197
2026-03-04,1,Pick,223,223,245,22,44
2026-03-04,2,Dispatch,227,227,266,39,238
2026-03-04,2,Pack,255,255,6712,6457,12882
2026-03-04,2,Pick,236,158,167,9,0
2026-03-04,3,Dispatch,227,160,160,0,160
2026-03-04,3,Pack,190,190,202,12,190
2026-03-04,3,Pick,215,145,236,91,0
2026-03-05,1,Dispatch,235,192,192,0,192
2026-03-05,1,Pack,212,212,264,52,253
2026-03-05,1,Pick,242,151,173,22,0
2026-03-05,2,Dispatch,216,216,294,78,255
2026-03-05,2,Pack,255,255,6615,6360,12685
2026-03-05,2,Pick,209,159,168,9,0
2026-03-05,3,Dispatch,205,190,190,0,190
2026-03-05,3,Pack,221,157,157,0,169
2026-03-05,3,Pick,268,268,309,41,230
2026-03-06,1,Dispatch,251,212,212,0,212
2026-03-06,1,Pack,192,192,203,11,244
2026-03-06,1,Pick,249,170,192,22,0
2026-03-06,2,Dispatch,249,249,333,84,327
2026-03-06,2,Pack,255,255,6519,6264,12607
2026-03-06,2,Pick,216,212,231,19,0
2026-03-06,3,Dispatch,248,157,157,0,157
2026-03-06,3,Pack,217,217,268,51,217
2026-03-06,3,Pick,216,181,217,36,5
2026-03-09,1,Dispatch,207,192,192,0,576
2026-03-09,1,Pack,204,181,181,0,554
2026-03-09,1,Pick,216,216,238,22,0
2026-03-09,2,Dispatch,258,258,339,81,858
2026-03-09,2,Pack,255,255,6476,6221,12523
2026-03-09,2,Pick,219,176,176,0,75
2026-03-09,3,Dispatch,253,217,217,0,651
2026-03-09,3,Pack,217,217,232,15,702
2026-03-09,3,Pick,247,218,218,0,227
2026-03-10,1,Dispatch,221,181,181,0,181
2026-03-10,1,Pack,232,216,216,0,216
2026-03-10,1,Pick,236,211,233,22,0
2026-03-10,2,Dispatch,257,257,336,79,500
2026-03-10,2,Pack,255,255,6397,6142,12323
2026-03-10,2,Pick,236,176,176,0,0
2026-03-10,3,Dispatch,217,217,217,0,217
2026-03-10,3,Pack,217,217,233,16,262
2026-03-10,3,Pick,214,214,230,16,0
2026-03-11,1,Dispatch,225,216,216,0,216
2026-03-11,1,Pack,223,211,211,0,211
2026-03-11,1,Pick,239,239,262,23,370
2026-03-11,2,Dispatch,260,260,334,74,339
2026-03-11,2,Pack,255,255,6318,6063,12150
2026-03-11,2,Pick,239,154,154,0,0
2026-03-11,3,Dispatch,204,204,217,13,204
2026-03-11,3,Pack,234,230,230,0,246
2026-03-11,3,Pick,236,236,252,16,16
2026-03-12,1,Dispatch,214,211,211,0,211
2026-03-12,1,Pack,220,220,239,19,220
2026-03-12,1,Pick,257,207,207,0,23
2026-03-12,2,Dispatch,254,254,329,75,328
2026-03-12,2,Pack,255,255,6217,5962,11829
2026-03-12,2,Pick,208,149,149,0,0
2026-03-12,3,Dispatch,210,210,243,33,223
2026-03-12,3,Pack,188,188,236,48,188
2026-03-12,3,Pick,212,212,235,23,2
2026-03-13,1,Dispatch,260,220,220,0,220
2026-03-13,1,Pack,221,221,226,5,240
2026-03-13,1,Pick,228,224,224,0,0
2026-03-13,2,Dispatch,251,251,330,79,326
2026-03-13,2,Pack,255,255,6111,5856,11498
2026-03-13,2,Pick,223,204,204,0,0
2026-03-13,3,Dispatch,220,220,221,1,253
2026-03-13,3,Pack,191,191,260,69,239
2026-03-13,3,Pick,252,186,208,22,9
2026-03-16,1,Dispatch,229,221,221,0,663
2026-03-16,1,Pack,185,185,229,44,560
2026-03-16,1,Pick,259,184,184,0,0
2026-03-16,2,Dispatch,210,210,334,124,709
2026-03-16,2,Pack,255,255,6060,5805,11948
2026-03-16,2,Pick,242,217,217,0,0
2026-03-16,3,Dispatch,228,192,192,0,577
2026-03-16,3,Pack,185,185,255,70,624
2026-03-16,3,Pick,218,152,193,41,0
2026-03-17,1,Dispatch,249,185,185,0,185
2026-03-17,1,Pack,225,225,228,3,357
2026-03-17,1,Pick,249,136,163,27,0
2026-03-17,2,Dispatch,224,224,379,155,596
2026-03-17,2,Pack,255,255,6022,5767,11677
2026-03-17,2,Pick,241,241,250,9,0
2026-03-17,3,Dispatch,252,185,185,0,185
2026-03-17,3,Pack,190,190,222,32,400
2026-03-17,3,Pick,246,171,212,41,0
2026-03-18,1,Dispatch,234,225,225,0,225
2026-03-18,1,Pack,200,139,139,0,142
2026-03-18,1,Pick,223,212,253,41,0
2026-03-18,2,Dispatch,243,243,410,167,398
2026-03-18,2,Pack,255,255,6008,5753,11149
2026-03-18,2,Pick,222,201,203,2,9
2026-03-18,3,Dispatch,239,190,190,0,190
2026-03-18,3,Pack,226,203,203,0,235
2026-03-18,3,Pick,230,214,214,0,176
2026-03-19,1,Dispatch,237,139,139,0,139
2026-03-19,1,Pack,207,207,212,5,207
2026-03-19,1,Pick,256,201,274,73,0
2026-03-19,2,Dispatch,255,255,422,167,422
2026-03-19,2,Pack,255,255,5954,5699,11062
2026-03-19,2,Pick,214,197,199,2,0
2026-03-19,3,Dispatch,211,203,203,0,203
2026-03-19,3,Pack,192,192,214,22,192
2026-03-19,3,Pick,232,190,190,0,0
2026-03-20,1,Dispatch,251,207,207,0,207
2026-03-20,1,Pack,213,206,206,0,211
2026-03-20,1,Pick,260,254,278,24,103
2026-03-20,2,Dispatch,240,240,422,182,407
2026-03-20,2,Pack,255,255,5896,5641,11011
2026-03-20,2,Pick,235,172,174,2,0
2026-03-20,3,Dispatch,251,192,192,0,192
2026-03-20,3,Pack,235,212,212,0,234
2026-03-20,3,Pick,231,166,184,18,0
2026-03-23,1,Dispatch,242,206,206,0,618
2026-03-23,1,Pack,201,201,254,53,603
2026-03-23,1,Pick,205,190,214,24,0
2026-03-23,2,Dispatch,258,258,437,179,956
2026-03-23,2,Pack,255,255,5813,5558,11383
2026-03-23,2,Pick,210,175,177,2,0
2026-03-23,3,Dispatch,224,212,212,0,636
2026-03-23,3,Pack,191,166,166,0,498
2026-03-23,3,Pick,250,197,197,0,54
2026-03-24,1,Dispatch,260,201,201,0,201
2026-03-24,1,Pack,241,241,243,2,400
2026-03-24,1,Pick,244,169,210,41,0
2026-03-24,2,Dispatch,252,252,434,182,789
2026-03-24,2,Pack,255,255,5733,5478,10814
2026-03-24,2,Pick,241,203,227,24,0
2026-03-24,3,Dispatch,252,166,166,0,166
2026-03-24,3,Pack,193,193,197,4,193
2026-03-24,3,Pick,230,156,156,0,0
2026-03-25,1,Dispatch,245,241,241,0,241
2026-03-25,1,Pack,240,171,171,0,173
2026-03-25,1,Pick,242,179,190,11,108
2026-03-25,2,Dispatch,237,237,437,200,419
2026-03-25,2,Pack,255,255,5681,5426,10762
2026-03-25,2,Pick,204,153,177,24,0
2026-03-25,3,Dispatch,225,193,193,0,193
2026-03-25,3,Pack,187,160,160,0,164
2026-03-25,3,Pick,244,168,168,0,0
2026-03-26,1,Dispatch,262,171,171,0,171
2026-03-26,1,Pack,228,179,179,0,179
2026-03-26,1,Pick,213,175,213,38,0
2026-03-26,2,Dispatch,203,203,455,252,403
2026-03-26,2,Pack,255,255,5579,5324,10680
2026-03-26,2,Pick,265,196,196,0,60
2026-03-26,3,Dispatch,245,160,160,0,160
2026-03-26,3,Pack,220,168,168,0,168
2026-03-26,3,Pick,246,159,159,0,0
2026-03-27,1,Dispatch,259,179,179,0,179
2026-03-27,1,Pack,202,175,175,0,175
2026-03-27,1,Pick,248,222,260,38,0
2026-03-27,2,Dispatch,215,215,507,292,430
2026-03-27,2,Pack,255,255,5520,5265,10443
2026-03-27,2,Pick,219,132,132,0,0
2026-03-27,3,Dispatch,232,168,168,0,168
2026-03-27,3,Pack,195,159,159,0,159
2026-03-27,3,Pick,247,247,250,3,0
2026-03-30,1,Dispatch,242,175,175,0,525
2026-03-30,1,Pack,236,222,222,0,666
2026-03-30,1,Pick,234,169,207,38,0
2026-03-30,2,Dispatch,250,250,547,297,1037
2026-03-30,2,Pack,255,255,5397,5142,10496
2026-03-30,2,Pick,237,183,183,0,0
2026-03-30,3,Dispatch,222,159,159,0,477
2026-03-30,3,Pack,195,195,247,52,585
2026-03-30,3,Pick,243,201,201,0,9
2026-03-31,1,Dispatch,245,222,222,0,222
2026-03-31,1,Pack,185,169,169,0,169
2026-03-31,1,Pick,254,223,278,55,0
2026-03-31,2,Dispatch,230,230,552,322,962
2026-03-31,2,Pack,255,255,5325,5070,10330
2026-03-31,2,Pick,246,141,141,0,0
2026-03-31,3,Dispatch,204,195,195,0,195
2026-03-31,3,Pack,221,221,253,32,377
2026-03-31,3,Pick,234,140,140,0,0
2026-04-01,1,Dispatch,213,169,169,0,169
2026-04-01,1,Pack,234,223,223,0,223
2026-04-01,1,Pick,241,241,260,19,323
2026-04-01,2,Dispatch,255,255,577,322,711
2026-04-01,2,Pack,255,255,5211,4956,10322
2026-04-01,2,Pick,228,169,175,6,0
2026-04-01,3,Dispatch,229,221,221,0,221
2026-04-01,3,Pack,224,172,172,0,204
2026-04-01,3,Pick,227,110,126,16,0
2026-04-02,1,Dispatch,238,223,223,0,223
2026-04-02,1,Pack,227,227,241,14,227
2026-04-02,1,Pick,218,171,187,16,19
2026-04-02,2,Dispatch,206,206,577,371,479
2026-04-02,2,Pack,255,255,5125,4870,9836
2026-04-02,2,Pick,229,229,261,32,6
2026-04-02,3,Dispatch,261,172,172,0,172
2026-04-02,3,Pack,193,110,110,0,110
2026-04-02,3,Pick,239,239,243,4,16
2026-04-03,1,Dispatch,221,221,227,6,221
2026-04-03,1,Pack,194,185,185,0,199
2026-04-03,1,Pick,243,151,180,29,0
2026-04-03,2,Dispatch,225,225,626,401,566
2026-04-03,2,Pack,255,255,5099,4844,9616
2026-04-03,2,Pick,265,255,255,0,32
2026-04-03,3,Dispatch,201,110,110,0,110
2026-04-03,3,Pack,191,191,239,48,191
2026-04-03,3,Pick,224,165,165,0,4
2026-04-06,1,Dispatch,207,191,191,0,579
2026-04-06,1,Pack,219,151,151,0,453
2026-04-06,1,Pick,263,161,217,56,0
2026-04-06,2,Dispatch,258,258,656,398,1178
2026-04-06,2,Pack,255,255,5099,4844,10026
2026-04-06,2,Pick,212,196,208,12,0
2026-04-06,3,Dispatch,202,191,191,0,573
2026-04-06,3,Pack,220,213,213,0,687
2026-04-06,3,Pick,223,161,161,0,0
2026-04-07,1,Dispatch,237,151,151,0,151
2026-04-07,1,Pack,202,161,161,0,161
2026-04-07,1,Pick,227,157,225,68,0
2026-04-07,2,Dispatch,213,213,653,440,995
2026-04-07,2,Pack,255,255,5040,4785,9854
2026-04-07,2,Pick,206,206,231,25,0
2026-04-07,3,Dispatch,210,210,213,3,210
2026-04-07,3,Pack,204,161,161,0,161
2026-04-07,3,Pick,240,146,146,0,0
2026-04-08,1,Dispatch,247,161,161,0,161
2026-04-08,1,Pack,185,157,157,0,157
2026-04-08,1,Pick,253,155,223,68,0
2026-04-08,2,Dispatch,252,252,695,443,1059
2026-04-08,2,Pack,255,255,4991,4736,9353
2026-04-08,2,Pick,219,147,165,18,7
